case_id,case_file,damage,n_damaged_stories,amplitude_g,frequency_hz,phase,noise_level,max_abs_accel,modal_periods
10,,"[0.18090205113679414, 0.17403371171071103, 0.0, 0.0]",2,0.09143200384773653,1.7526180339100668,4.99604987196876,0.1,1.648881890901243,"[1.3084046104819735, 0.3919990219245808, 0.2056879606129913, 0.13860310848516177]"
11,,"[0.10460840918066296, 0.0, 0.13748895164019992, 0.0]",2,0.18678710161861178,0.625815064339843,0.7136447322732031,0.05,10.605927762456028,"[1.2902423124538764, 0.38873649997361265, 0.20268719547727787, 0.13649774753662486]"
12,,"[0.0, 0.0, 0.10166116040751524, 0.2542679206544127]",2,0.16451660806379614,0.9813711243677938,3.6061676942402805,0.0,7.672362393687193,"[1.2804256725228336, 0.39205608679587367, 0.20636780191768422, 0.13620099991883527]"
13,,"[0.09725414937254243, 0.0, 0.07388030307228627, 0.0]",2,0.06706276320913221,1.439667783132974,0.6457034344993005,0.1,1.2475259118457933,"[1.2860096195456978, 0.3867358461685494, 0.20133272280371137, 0.13487443106814645]"
14,,"[0.0, 0.0, 0.0, 0.2459636279470006]",1,0.09784615535107868,1.1229060016200871,4.188822497615652,0.1,2.500918359961644,"[1.275554441648671, 0.3893753779283206, 0.2042125490527742, 0.1340814573700965]"
15,,"[0.23006195409491784, 0.0, 0.0, 0.315304376783167]",2,0.14525133415913127,0.7779992136166399,5.936221512375502,0.2,38.38292891474968,"[1.3108084340038, 0.4035071228628619, 0.21364534741042815, 0.13823039746275545]"
16,,"[0.0, 0.0, 0.11884597032492272, 0.28460436474191136]",2,0.12814323940952788,1.8642287749781359,2.149118850457889,0.2,2.3947119778913297,"[1.2821967527988576, 0.3939312301226718, 0.2078162107839789, 0.13683240678027056]"
17,,"[0.0, 0.0, 0.29956385924357115, 0.0]",1,0.10113386676328005,1.023376188942309,6.236868540039988,0.1,4.092994599246283,"[1.28723264870881, 0.3893941526989776, 0.20376609789975994, 0.13936157057858692]"
18,,"[0.0, 0.0, 0.0, 0.34063226750455017]",1,0.2275126890332595,1.3748647310283353,1.6015279096068635,0.0,4.2669566528764715,"[1.2785092516775742, 0.39430384078489894, 0.20772353425531873, 0.13496294587102087]"
19,,"[0.16532898680722963, 0.0, 0.08770232820946214, 0.0]",2,0.1455509379301194,0.8966221880301908,1.7659016139125885,0.0,9.20777168970922,"[1.2966882215586217, 0.3903890754912341, 0.20360599617283726, 0.13614562285943532]"
20,,"[0.0, 0.3171282282149109, 0.0, 0.0]",1,0.20528196291809217,1.011821985527352,0.797266087926138,0.05,7.81502096673224,"[1.2989527582683018, 0.38683884260365436, 0.2032378911896753, 0.1410242058243931]"
21,,"[0.0, 0.220859433948069, 0.0, 0.0]",1,0.15288441486815968,0.9639235820191947,6.043126431434213,0.1,7.704531788904608,"[1.2878244437935957, 0.3847850303560842, 0.201096156122418, 0.13784304313732101]"
22,,"[0.0, 0.2270747700263124, 0.0, 0.235805638839924]",2,0.11884000645144728,1.1066711912660867,0.5550150347990256,0.2,3.6504027240514327,"[1.2935727391183236, 0.3928916051632279, 0.20728304253528249, 0.1404019573294842]"
23,,"[0.0, 0.1212687723294862, 0.0, 0.21202485011758118]",2,0.20666157025425438,0.8712401119814974,2.7787275382446466,0.05,18.04399155096984,"[1.2832996978632092, 0.3898880525638843, 0.20477332787599734, 0.13691220055822692]"
24,,"[0.3286201776692222, 0.0, 0.0, 0.11548437716102032]",2,0.24418883405504346,1.2099074555883003,5.4859831719243,0.1,5.962851102656025,"[1.3246532949168515, 0.40144698870855117, 0.21099379004666208, 0.13760031627862956]"
25,,"[0.0, 0.18853302860281404, 0.0, 0.0]",1,0.08106797721882156,1.9210472328237693,0.0798983168083484,0.05,1.4330254139969216,"[1.2846504452370962, 0.3841514161792619, 0.20047449375721188, 0.13687420846166182]"
26,,"[0.0, 0.0, 0.0, 0.0]",0,0.22056811789070319,0.5080266407094416,3.6974041117129968,0.1,7.747292817489834,"[1.2700425053309456, 0.38089106650530663, 0.19751950326624504, 0.13203631127589696]"
27,,"[0.22472192763388782, 0.0, 0.0, 0.2477736234598173]",2,0.10669666875579303,1.032947649676618,4.396560425242956,0.1,3.2596702827345005,"[1.3079171087235253, 0.3998901911328656, 0.21098198090471687, 0.13739980399710214]"
28,,"[0.0, 0.0, 0.0, 0.3141273736307546]",1,0.05405854027695563,1.253518261874756,3.7443231708513136,0.1,1.2007583764441836,"[1.277615794334982, 0.3927885383387634, 0.20667255790087874, 0.13471048640859015]"
29,,"[0.21882862557050373, 0.2845856577125082, 0.0, 0.0]",2,0.23300194297154614,1.7730923241291863,5.436734727375341,0.1,4.46284377489927,"[1.3260798715835007, 0.39616501321571757, 0.20961963456213206, 0.14232068588187108]"
30,,"[0.0, 0.0, 0.33343956878087805, 0.0]",1,0.21292562750932664,1.4229968975344955,2.3802488806235056,0.05,3.9647812881314093,"[1.2900540909867824, 0.390700269715339, 0.20475105153837905, 0.14039541348233406]"
31,,"[0.1682507352597462, 0.0, 0.0, 0.11899851204178585]",2,0.15385229366616918,0.7012194173107609,1.912242347990151,0.1,16.760160912121506,"[1.2955697460351099, 0.3919133521734888, 0.20518385659151547, 0.13526773620942237]"
32,,"[0.17907440706704214, 0.0, 0.0, 0.21021193254901968]",2,0.14027506214317195,1.8944856122543614,1.2205702292945328,0.2,2.687565930598797,"[1.2993938204892408, 0.39581855399389243, 0.208189967421397, 0.13631128797411246]"
33,,"[0.0, 0.0, 0.10713915513021051, 0.2658705072427168]",2,0.17329376495080945,1.049553670601782,4.200013141888825,0.05,5.525134923816616,"[1.2810368003096924, 0.39273188866978864, 0.20688935565522962, 0.13641803147466744]"
34,,"[0.0, 0.21705930991959863, 0.0, 0.2943390237540457]",2,0.20632031628999792,1.491634486337472,1.8347279716746743,0.0,3.9180461035668275,"[1.2942284035029121, 0.39548890362759204, 0.20908427723338666, 0.14071313901211613]"
35,,"[0.2500261106783939, 0.0, 0.0, 0.05340669505588638]",2,0.21129954696047515,1.1334929430392666,0.32685341333210954,0.1,5.883213599512548,"[1.3080071446576176, 0.39444562734603117, 0.20634221564007768, 0.1358143982717856]"
36,,"[0.0, 0.0, 0.0, 0.0]",0,0.09314022035462062,1.2582472191286653,1.3655335158351252,0.05,1.9357360470725267,"[1.2700425053309454, 0.3808910665053068, 0.197519503266245, 0.13203631127589693]"
37,,"[0.0, 0.0, 0.0, 0.0]",0,0.2485869126105092,0.7552701192356428,3.525428597027843,0.2,52.15929437930096,"[1.2700425053309452, 0.38089106650530674, 0.19751950326624493, 0.13203631127589696]"
38,,"[0.0, 0.0, 0.0, 0.0]",0,0.12612285955906988,1.6353780457340035,5.572147886524496,0.1,2.2375621260508467,"[1.2700425053309452, 0.38089106650530663, 0.197519503266245, 0.132036311275897]"
39,,"[0.0, 0.0, 0.0, 0.0]",0,0.14996043883422314,0.8577391264038186,2.770530936032128,0.2,17.596887562369044,"[1.2700425053309456, 0.38089106650530663, 0.19751950326624493, 0.13203631127589693]"
40,,"[0.0, 0.0, 0.0, 0.22486010364850006]",1,0.14759514528974674,1.3499579049222352,2.280554060414025,0.05,2.904931760538059,"[1.274975641618518, 0.3884390114443951, 0.20351472649510255, 0.1338924724686418]"
41,,"[0.0, 0.17454070732760152, 0.0, 0.27248898464823545]",2,0.0920202980706924,0.7924010127149084,0.6797893887545121,0.1,22.43633539627081,"[1.2895210736145142, 0.3935766703055968, 0.20759579643549148, 0.13910178889418484]"
42,,"[0.0, 0.0, 0.20742661486595343, 0.0]",1,0.20940240978375682,0.5518098488105491,1.6575906437039014,0.2,9.98720475141523,"[1.28068817137451, 0.3862775449053425, 0.20144151067906982, 0.1367859959957218]"
43,,"[0.2788570864247141, 0.0, 0.0, 0.30676740902482064]",2,0.21494338560394022,1.561266512719525,2.1018373306623053,0.05,3.9808379324982393,"[1.319405578314342, 0.4059518383283052, 0.21513812270962784, 0.13893622293236688]"
44,,"[0.0, 0.0, 0.0, 0.2577607729038722]",1,0.14542430654981717,1.8450347418327993,3.024062351557678,0.1,2.4986579302941325,"[1.2758893770271054, 0.38992174870187934, 0.20461512203591864, 0.1341882751605908]"
45,,"[0.0, 0.0, 0.1898732950573586, 0.0]",1,0.24050049217082217,1.450378521710981,4.293112926293716,0.0,3.876003412278177,"[1.2795965481323703, 0.38574463482525656, 0.20104795534852274, 0.13633143265173234]"
46,,"[0.0, 0.0, 0.0, 0.0]",0,0.12447307429849881,0.8477362306908471,5.458353915575182,0.0,14.34996089933463,"[1.2700425053309454, 0.38089106650530674, 0.19751950326624504, 0.13203631127589702]"
47,,"[0.0, 0.0, 0.0, 0.0]",0,0.18526210541881785,1.8827606570214224,4.197176967195597,0.05,3.4975404080950554,"[1.2700425053309454, 0.38089106650530674, 0.19751950326624498, 0.1320363112758969]"
48,,"[0.0, 0.0, 0.0, 0.2178467105187632]",1,0.2295102830164795,0.6414518256086673,5.18269268848494,0.1,15.125428986568366,"[1.2747887966893914, 0.3881388857450342, 0.20328893816685742, 0.1338302571474511]"
49,,"[0.25201529882590656, 0.0, 0.07318923231681976, 0.0]",2,0.1890015834428908,1.3946347820914748,0.26706187585759233,0.1,3.7481267949131953,"[1.3105522476050595, 0.3948694870652745, 0.206302637713776, 0.13704723206968086]"
50,,"[0.0, 0.0, 0.0, 0.0]",0,0.16667420458814325,1.2262714688819505,6.145449914248633,0.1,4.4040323545262705,"[1.2700425053309452, 0.38089106650530674, 0.19751950326624515, 0.13203631127589704]"
51,,"[0.07187048258382886, 0.0, 0.06267815823225929, 0.0]",2,0.050964203358039445,1.0161668091494307,2.050214932762996,0.0,1.9112306357288549,"[1.2820070418629814, 0.38532254832047125, 0.2004324783870049, 0.13427963518223948]"
52,,"[0.0, 0.0, 0.0, 0.0]",0,0.18452523613110938,0.8891625389078639,1.0519627553536715,0.1,14.71632261061222,"[1.270042505330945, 0.38089106650530674, 0.197519503266245, 0.1320363112758969]"
53,,"[0.0, 0.24092522225110724, 0.0, 0.2571949143866258]",2,0.17541922777368651,1.186185593103445,3.364331568960038,0.0,4.509999866385627,"[1.2956086119537225, 0.3941425762675158, 0.20823346336753915, 0.1411074724134818]"
54,,"[0.0, 0.0824838307807824, 0.0, 0.07692057643585279]",2,0.2097254342756757,0.8035859111817142,2.217847218839979,0.1,48.84491043679143,"[1.2771980936635428, 0.38440345088300537, 0.20046020418062788, 0.134638996688921]"
55,,"[0.0, 0.0, 0.0, 0.0]",0,0.22002681766091817,0.7069645834671565,3.1826484965198643,0.1,21.813977500125496,"[1.2700425053309452, 0.38089106650530674, 0.19751950326624493, 0.13203631127589696]"
56,,"[0.2759912358774443, 0.0, 0.0, 0.1888218803280529]",2,0.10787138000694152,1.3394115545525271,6.043727373855997,0.1,2.107066238061092,"[1.3156881732916836, 0.4004996686301659, 0.21097067117700996, 0.13756712831132556]"
57,,"[0.0, 0.0, 0.0, 0.0]",0,0.19325392815758474,1.618585705763346,4.525771901979709,0.0,3.5075515871563825,"[1.2700425053309452, 0.38089106650530663, 0.19751950326624493, 0.13203631127589693]"
58,,"[0.0, 0.0, 0.0, 0.0]",0,0.22171377908177367,1.1290905326917176,0.8781265767233594,0.1,6.034935881088636,"[1.2700425053309452, 0.38089106650530674, 0.19751950326624504, 0.13203631127589696]"
59,,"[0.06968997856206001, 0.16935647078869415, 0.0, 0.0]",2,0.05047017135456536,0.8038641767122686,1.761790956309523,0.0,8.86808381331574,"[1.291762009469147, 0.3866395111946288, 0.20206313512708307, 0.13713026987126148]"
60,,"[0.0, 0.0, 0.0, 0.1300562931524368]",1,0.13077802965040308,1.437741884312649,6.079362815517658,0.1,2.6199037016891675,"[1.2726539577531852, 0.3847869979292822, 0.20069660352015198, 0.1330757484992483]"
61,,"[0.2040341014082391, 0.16672525758094128, 0.0, 0.0]",2,0.06921443233010119,1.649621257130052,0.7934834464088757,0.1,1.1896419624649035,"[1.3115113359978308, 0.3931012392131303, 0.20635425665425394, 0.13869277677881803]"
62,,"[0.0, 0.0, 0.058465578284384846, 0.22987812513104675]",2,0.05703109397184472,1.536635394463452,4.690233016569159,0.1,1.1136899416682258,"[1.2776675950879943, 0.38994370554348545, 0.20470550301967752, 0.13508792473892164]"
63,,"[0.0, 0.0, 0.0, 0.0]",0,0.2203266231945163,1.0537427469313139,0.5016145989798908,0.1,8.389467021935179,"[1.2700425053309452, 0.38089106650530696, 0.197519503266245, 0.1320363112758969]"
64,,"[0.2962639181564526, 0.31952244342201513, 0.0, 0.0]",2,0.07015449099236766,1.9038344382506498,4.982417172146102,0.2,1.2753919811476104,"[1.3445564355081845, 0.4015182209410454, 0.21380860942134572, 0.14433991778527377]"
65,,"[0.0, 0.3033251616331792, 0.0, 0.0]",1,0.12407245785326526,1.927729484652405,1.46041841915749,0.2,2.6297095311642464,"[1.2971786752641443, 0.38652733126986905, 0.2028997683984355, 0.14053881045262215]"
66,,"[0.0, 0.2904761186753765, 0.162247014837951, 0.0]",2,0.22189460495394364,0.7115313575116623,4.472902043955913,0.1,28.554935058171427,"[1.3034722599805204, 0.3902244705164308, 0.2051647496055106, 0.14394231329990972]"
67,,"[0.0, 0.0, 0.0, 0.0]",0,0.09128875963784351,0.5700275550686058,3.103431673005666,0.2,3.8222745444840722,"[1.2700425053309454, 0.38089106650530663, 0.1975195032662451, 0.13203631127589702]"
68,,"[0.0, 0.10308606537768886, 0.0, 0.2014578166893415]",2,0.08129994000430729,1.2511595312305357,5.268520924816271,0.05,1.9738788093657644,"[1.2815884116056462, 0.3891371079962172, 0.20417549299069512, 0.13630633567981545]"
69,,"[0.0, 0.0, 0.0, 0.0]",0,0.18409310929292175,1.357810224527372,3.636927767567345,0.0,3.470006806131546,"[1.2700425053309454, 0.3808910665053068, 0.19751950326624504, 0.132036311275897]"
70,,"[0.23762639944301736, 0.0, 0.0, 0.0]",1,0.07244307369583343,1.8076426325192902,5.907962183748198,0.05,1.187533468546052,"[1.304819849014984, 0.39227360748550827, 0.20467537599255428, 0.13514509384796905]"
71,,"[0.0, 0.3080196730668924, 0.0, 0.31625698095178706]",2,0.05047749229102812,0.594493637435469,4.689015781834716,0.2,3.0911277969125206,"[1.3051550175896878, 0.3985674948335506, 0.21161953007766401, 0.14427541503635016]"
72,,"[0.0, 0.2997115422241921, 0.34699368918104445, 0.0]",2,0.07651420817525086,1.6324051285249452,6.057000673786053,0.05,1.3214690552222985,"[1.3178203324069866, 0.39670248842166106, 0.20945325275317198, 0.1499027080859335]"
73,,"[0.262975784686873, 0.0, 0.0, 0.18555205823978954]",2,0.23016173398507828,0.8059140352825864,1.4588044714156283,0.2,37.56439827317504,"[1.3131678975709271, 0.39956791472423875, 0.21037593584812775, 0.1373307266427033]"
74,,"[0.26759746521028405, 0.0, 0.0, 0.33909111916495766]",2,0.15124769859905196,1.109875398711242,2.416042892866284,0.1,4.433491339485631,"[1.318311745273411, 0.40702948316631093, 0.21599752031551198, 0.13912959384615042]"
75,,"[0.0, 0.0, 0.0, 0.19248424086917276]",1,0.08222558356772383,1.3770216219649418,3.142824034862149,0.1,1.600222272318761,"[1.2741346558416597, 0.38709656694318534, 0.20249674551613184, 0.1336076979997014]"
76,,"[0.0, 0.0, 0.0, 0.0]",0,0.06559054877149977,1.2349297177031116,0.4146378411723398,0.2,1.772955858548784,"[1.2700425053309454, 0.38089106650530674, 0.19751950326624493, 0.13203631127589696]"
77,,"[0.0, 0.0, 0.0, 0.0]",0,0.05022706618131548,0.7217597600321772,0.4386702767991624,0.0,5.4502479389217315,"[1.2700425053309454, 0.3808910665053068, 0.197519503266245, 0.13203631127589696]"
78,,"[0.0, 0.25972158301160914, 0.0, 0.0]",1,0.18470117383762952,1.488353559721292,2.5315706327058694,0.1,3.4067024722045245,"[1.291986769395474, 0.38558209274402944, 0.20190343830273313, 0.13907142319439117]"
79,,"[0.0, 0.0, 0.0, 0.21434470042015744]",1,0.05087356190978141,1.059530717642204,4.535360899138362,0.1,1.6244928672526797,"[1.2746964898818176, 0.38799100622167493, 0.20317730651335703, 0.1337993005605572]"
80,,"[0.0, 0.0, 0.0, 0.0]",0,0.08883529873201466,1.5764796489566797,1.387811883193041,0.0,1.595444774830443,"[1.2700425053309452, 0.3808910665053066, 0.197519503266245, 0.13203631127589702]"
81,,"[0.0, 0.06985844251660496, 0.0, 0.32144223113634673]",2,0.18758094861392646,0.8353726486656163,6.0352999554157645,0.2,27.25812905039808,"[1.2825663104669536, 0.39430045063724756, 0.20784979019091124, 0.13657155104772598]"
82,,"[0.0, 0.0, 0.0, 0.0]",0,0.10133603162264329,0.7618098077686022,6.068050495437802,0.0,19.720035023391528,"[1.2700425053309452, 0.3808910665053068, 0.1975195032662451, 0.13203631127589696]"
83,,"[0.2855782166793993, 0.0, 0.0, 0.34263410013912954]",2,0.16013379917587028,0.8823163395327731,3.1388667012480527,0.2,11.683740497490453,"[1.3218345124398794, 0.40834721265134993, 0.2168455842708344, 0.13947778152623724]"
84,,"[0.2701013554909503, 0.0, 0.0, 0.0]",1,0.08831640379879545,1.7762087422332227,1.983843415618223,0.05,1.5968837701862024,"[1.3107580188067964, 0.3942495749352565, 0.20587601941351383, 0.13559848338080485]"
85,,"[0.0, 0.24083819379131768, 0.12180108593038433, 0.0]",2,0.20129329345433045,1.1749274697179148,0.08944950493156752,0.0,5.330438304907307,"[1.2955954581472962, 0.38808250289837093, 0.20342063287783466, 0.14123033799398796]"
86,,"[0.0, 0.0, 0.2540513225917688, 0.20713591811802967]",2,0.2132296829400541,1.0190587663011332,3.0027097675575902,0.05,8.708788733981471,"[1.288231999708939, 0.394313279494759, 0.20831551040133053, 0.13946472300545837]"
87,,"[0.1604644852342385, 0.0, 0.0, 0.0]",1,0.05722805854012434,1.6057458806175857,2.5381066275756163,0.05,0.9953068391092109,"[1.2920531474202128, 0.38805239420700693, 0.20206245550492527, 0.13409562955407528]"
88,,"[0.0, 0.2074873976936141, 0.0, 0.0]",1,0.15382292810564613,1.9524434421250012,4.076484566187235,0.05,2.9003399842520934,"[1.2864817595462554, 0.3845198373921652, 0.2008338679610604, 0.13743664194740213]"
89,,"[0.12478533575319248, 0.0, 0.0, 0.0]",1,0.14616005876527383,1.9882142040873334,2.228502910919659,0.0,2.605682100293981,"[1.2866910528292173, 0.3862928252573434, 0.20095675160354856, 0.13362350320854097]"
90,,"[0.0, 0.15807087142477133, 0.0, 0.0]",1,0.1470963718641187,0.7471480344927495,5.800770796349512,0.0,24.85773900151548,"[1.2818711982513482, 0.3835767674385069, 0.1999251749881709, 0.13600243832510758]"
91,,"[0.0, 0.2041501199025339, 0.0, 0.0]",1,0.0545732006110943,1.6339041960650595,4.055208547761211,0.05,0.982000491743171,"[1.2861533303507, 0.38445434248520766, 0.20076955960301995, 0.1373364684696957]"
92,,"[0.0, 0.0, 0.0, 0.0]",0,0.11294317101325353,1.4145345730752488,0.21790035512580083,0.1,2.1147169240633708,"[1.2700425053309456, 0.3808910665053066, 0.19751950326624493, 0.13203631127589696]"
93,,"[0.0, 0.0, 0.0, 0.0]",0,0.10894417712024221,1.442489834277748,3.535551951784755,0.2,2.1902959843180465,"[1.2700425053309454, 0.38089106650530674, 0.197519503266245, 0.13203631127589693]"
94,,"[0.0, 0.0, 0.14036951489321875, 0.0]",1,0.08602058859904445,0.5659232393045904,4.422468480044264,0.1,4.127402558462674,"[1.276737675631762, 0.3843293909948715, 0.20000864922149103, 0.13510621461392439]"
95,,"[0.2564470251627527, 0.0, 0.0, 0.2217764236297798]",2,0.15035430023855434,1.9970514664454873,1.2348983887994374,0.0,3.0444619823969656,"[1.3128568020411004, 0.4006139225159986, 0.2112685345298134, 0.13761646298073013]"
96,,"[0.0, 0.0, 0.0, 0.17376260655923043]",1,0.18925746847803449,0.6896516799778751,1.3690477896767124,0.05,16.144399248032894,"[1.2736722214543048, 0.3863677500612084, 0.20193537132593553, 0.13344582655633055]"
97,,"[0.0, 0.3141496800791965, 0.0, 0.061611447159217514]",2,0.07290329805860048,0.5096157797196856,4.7339207656461735,0.05,2.962365648979379,"[1.2996906646750233, 0.38847302367713704, 0.20446086998741708, 0.1415578995834004]"
98,,"[0.0, 0.2819581997927743, 0.0, 0.05237884068740645]",2,0.10819662662920126,0.8449274579814356,5.805729777278528,0.0,10.81578255810428,"[1.2955150755891376, 0.3874903246380259, 0.20350827315586398, 0.14032978474288463]"
99,,"[0.21525153951027748, 0.0, 0.0, 0.2712872905208887]",2,0.15303402657182827,1.719319531066684,4.725633962948942,0.0,2.777767876287357,"[1.3069570337925025, 0.40044900763770946, 0.21147113811859772, 0.13750491882092525]"
100,,"[0.0, 0.0, 0.0, 0.0]",0,0.08926968238182365,1.7139815570574155,5.66527442698386,0.2,1.6600656323640817,"[1.2700425053309452, 0.3808910665053068, 0.19751950326624487, 0.13203631127589693]"
101,,"[0.0, 0.0, 0.0, 0.0]",0,0.23414948874909858,1.8259800413502556,1.1150411754939136,0.05,4.2594044090716645,"[1.2700425053309452, 0.38089106650530663, 0.197519503266245, 0.13203631127589696]"
102,,"[0.0, 0.0, 0.14819975881919717, 0.0]",1,0.1225059865236073,1.37668652528731,2.8126316964556506,0.1,2.310498990330521,"[1.277169722367196, 0.3845451541601294, 0.20016654343090176, 0.13529462652138882]"
103,,"[0.0, 0.0, 0.0, 0.0]",0,0.15151978339105107,1.399021892597298,4.954250037493702,0.1,2.860531898386375,"[1.2700425053309456, 0.38089106650530663, 0.19751950326624498, 0.13203631127589696]"
104,,"[0.0, 0.0, 0.0, 0.17257640488445372]",1,0.06887026257109923,1.7947853244696004,0.8194502067648173,0.05,1.2201936850971007,"[1.273643476953985, 0.3863226702963895, 0.2019004463886914, 0.13343563872262038]"
105,,"[0.0, 0.0, 0.0, 0.0]",0,0.05219800854608772,1.023530224927651,3.3173396294053696,0.0,2.1476987980472426,"[1.2700425053309456, 0.38089106650530663, 0.197519503266245, 0.13203631127589696]"
106,,"[0.0, 0.0, 0.0, 0.0]",0,0.08534820229533946,0.6323127306153256,0.326279827378816,0.1,4.720274692278621,"[1.270042505330945, 0.38089106650530646, 0.19751950326624498, 0.13203631127589696]"
107,,"[0.0, 0.34726303428570343, 0.0, 0.0]",1,0.051592023597147076,1.684104475359444,1.0531923702852128,0.2,0.933800524998875,"[1.3030721526601559, 0.38754134590451794, 0.20401905769944761, 0.14212077083675884]"
108,,"[0.0, 0.23326293806003873, 0.0, 0.0]",1,0.09918286226658773,1.5008232164066961,0.9459958974723737,0.1,1.674801896376787,"[1.2891094942986134, 0.385035069438172, 0.2013462947469947, 0.1382273281300918]"
109,,"[0.0, 0.0, 0.0, 0.1523228480863307]",1,0.2152314942902431,0.8597115005496905,3.9860010820190133,0.1,22.966858968519663,"[1.27316245577798, 0.3855722039394838, 0.20131556736995146, 0.13326293331933642]"
110,,"[0.0, 0.0, 0.051988317286577684, 0.0]",1,0.16506676149313496,1.1941961489200026,5.76158970170356,0.2,4.698653987671759,"[1.272312813943319, 0.38207797670356647, 0.19837305544914655, 0.1331090999354976]"
111,,"[0.0, 0.2694448451563678, 0.0, 0.12867805770128682]",2,0.07068592601457797,0.8311013325765111,0.7475157127878459,0.2,9.458713866661007,"[1.2956003810172405, 0.3896130100574093, 0.20505408492405833, 0.14069054986694274]"
112,,"[0.053379577304353144, 0.0, 0.0, 0.3372172719423182]",2,0.21961845518738957,1.814512042636457,1.667397296979874,0.2,4.1536598247281615,"[1.2850868036572936, 0.39622128252902655, 0.20898667796929704, 0.1357113858089457]"
113,,"[0.06972267463437394, 0.0, 0.0, 0.1939417199216048]",2,0.22571010806461292,1.4735449244762,1.9952026385318975,0.0,4.309938192783416,"[1.2830631552497114, 0.39000151123315957, 0.20438176530372743, 0.13457528638117228]"
114,,"[0.0, 0.25396579055043556, 0.0, 0.15903759325045672]",2,0.16101355189357414,0.7982403031038336,4.615594581855963,0.2,35.90459295909903,"[1.2945347498859832, 0.3903579452392592, 0.20553723651528105, 0.1404826670847424]"
115,,"[0.0, 0.0, 0.0, 0.0]",0,0.1380601728927637,0.6940245117257415,1.546103646685524,0.1,12.326468002490115,"[1.2700425053309452, 0.3808910665053066, 0.19751950326624498, 0.13203631127589696]"
116,,"[0.055219623826173674, 0.0, 0.0, 0.0]",1,0.22974928483378176,0.9568589678869246,3.1121843299480587,0.1,12.758820903464512,"[1.277046435812262, 0.3831514650049871, 0.19896410025745156, 0.13272652300863585]"
117,,"[0.0, 0.15729958648478426, 0.0, 0.058572640328126924]",2,0.20300113636236555,0.8418798121488273,0.4423805369999617,0.1,24.557267014332115,"[1.2828939147042155, 0.38517885056613704, 0.201213603274175, 0.13649805217662941]"
118,,"[0.0, 0.0, 0.0, 0.0]",0,0.2452837055751531,1.2277620351826635,1.40902349098629,0.0,5.196619681917837,"[1.2700425053309452, 0.38089106650530674, 0.19751950326624498, 0.13203631127589693]"
119,,"[0.0, 0.0, 0.0, 0.0]",0,0.20717390587982099,1.0428510899692374,1.235609986439981,0.2,7.530052699307836,"[1.2700425053309454, 0.38089106650530663, 0.19751950326624493, 0.13203631127589702]"
120,,"[0.0, 0.24029806178940402, 0.0, 0.3117930257550883]",2,0.09395618746765258,1.4167314146661667,3.262160932596902,0.05,1.8025010537634438,"[1.2971669994946198, 0.3968787232752494, 0.21013529200868825, 0.1417086223112797]"
121,,"[0.0, 0.0, 0.0, 0.07373021563502229]",1,0.056192563556472466,1.4058255428315944,3.502403409950441,0.0,1.0287333859511723,"[1.2714535065591095, 0.38296722949856177, 0.19923451551833354, 0.13261450194094165]"
